Brand,Series,,,Wattages,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
High Power,Astro,GD-II,,1050-1350W,B*,2015,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-800,
,,Lite,,650/750W,C+,2015,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,High Power,NO-771,
,,PT,,1050/1200W,B*,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-800,
,ECO II,Bronze,,400-700W,E,2017,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,High Power,HPE-BR-A12S,
,,White,,450W,E,2017,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPE-A12S,
,Elite 230V Bronze (Elite BR),,,750/850W,C*,2019,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,High Power,NO-823B,
,Element,Bronze II,,600/700W,E,2020,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,High Power,HPG-BR-H12S,
,,BR-DD (HP1-M),,650/750W,C*,2022,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,High Power,HP1-MBR-H12S,Updated Element BR without an actual 80+ certification for the Turkish market?
,,BR Revo,,750/850W,C*,2023,,ATX,ATX 3.x,230V,No,B,DF,SR,DC-DC,High Power,HP1-N2BR-H12S,Appears to be targeted primarily at the Turkish market.
,,HPQ Bronze,,500W,E,2015,,ATX,ATX 2.x,230V,No,B,DF,PR,GR,High Power,HPQ-BR-F12S,Europe only
,,HPQ ST,,500W,E,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPQ-ST-F12S,Europe only
,,Smart,,650/750W,E,2013,,ATX,ATX 2.x,230V,Semi,B,DF,PR,GR,High Power,NO-761,
,OEM,Super Gold ATX 3.0 (S2),,750/850W,B+,2023,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-832D,Costdown of the Thermaltake Toughpower GF3 ARGB platform; non-modular with Chinese caps and a rifle bearing fan.
,,Super Gold (GD-F12S),,600-850W,B+,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817A,"Sometimes referred to as the ""Super Gold"", Costdown Performance GD using 85c bulk capacitor from base platform."
,,Super Bronze (BR-F12S),,400-700W,E,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,High Power,Element Bronze II,
,,White Label,,400-700W,E,2019,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,High Power,Element II,
,Performance,,FS ATX 3.1,850/1000W,B+,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-832D,
,,,GD ATX 3.0,750/850W,B*,2023,,ATX,ATX 3.x,Full,Semi,G,LLC,SR,DC-DC,High Power,NO-832D?,
,,,GD,600-800W,B+,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,
,RockSolid PRO,,,1650W,A*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-819,Tier is speculative because of potentially unreliable OTP in units based on the same platform.
,Simplicity,,HPG,600/700W,E,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPG-ST-H12S,
,,,HPG - Red LED,600/700W,E,2015,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power,HPG-ST-H12S,"Simplicity HPG, just with a red LED 120mm fan."
,Super,,GD,750/850W,B*,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-781,
,,,GD+,750/850W,B+,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810G,Globe Fan FDB fan.
,,,,1050W,B+,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-815,Double ball bearing fan.
,,,GD 3.0,1000/1300W,A,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826B,
,,,,,,,,,,,,,,,,,,
Huntkey,GS,,Prime,700/750/800W,C*,2021,,ATX,ATX 2.x,230V,No,B,LLC,SSR,DC-DC,Huntkey?,,Not conclusive. Treat as -100W from advertised.
,,,New,500-700W,E,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Huntkey?,,
,,,Old,450/550W,F,2014,,ATX,ATX 2.x,230V,No,N,DF,PR,DMA,Huntkey,,Doesn't claim necessary protections. No real 80+ certification label on the unit.
,GX,,Pro,650-950W,F,2019,,ATX,ATX 2.x,230V,No,B,LLC,SR,DC-DC,Huntkey,,"OCP on the minor rails are set way too high to the point it's dysfunctional, insanely mediocre electrical performance, sleeve bearing fan."
,MVP,Gold,,850/950/1000W,B+,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,No performance data or internal shots available from professional reviewers. 3 year warranty.
,,K Gold,Old,650-1200W,F,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Huntkey,,Doesn't claim SCP according to this review.
,,,New (ATX 3.1),750/850W,C*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Huntkey,,Official listing on Amazon shows internal shots that are highly identical to the Old K Gold.
,,Platinum,-,750/850W,A,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
,,,X,1200W,F,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Huntkey,HK-1K255PP,"Malfunctioning OCP on 3.3V, and transient response on 3.3V is out of spec, questionable choices of components."
,WD,,-K,600-900W,C-,2017,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Huntkey,HK750-51PP,"Naming scheme is +50W from the advertised 12V wattage. Numerous minor issues, very loud, and OCP is set way too high on the minor rails."
,,,-P,650/750W,C*,2021,,ATX,ATX 2.x,Full,No,P,LLC,SR,DC-DC,Huntkey,,"Extremely similar to the old K Gold, made for Platinum efficiency, treat as -50W from advertised."
,,,,,,,,,,,,,,,,,,
InWin,A-series,,,450/550/650W,E,2019,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,High Power?,,Actual +12V capacity is ~5-10% lower than advertised wattage.
,A1 Plus,,,650W,C,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Andyson,F8,Included with the InWin A1 Plus case; not available on its own.
,CB Platinum,,,1050/1250W,B*,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-800,"Dual ball bearing fan, no direct reviews"
,CS Gold SFX,,,700W,C*,2018,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-797,"""Fluid bearing fan."" No performance data, but similar design to the Silverstone SX-G."
,C Platinum,,,750/900W,C,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,InWin,Custom,"OTP either not present or set too high per Aris' review. Multi-rail 12V OCP is negated by being set high (>490W), but OPP is functional."
,Force F1,,,500/600W,C,2017,,ATX,ATX 2.x,Full,No,B,DF,SR,DC-DC,High Power,NO-790,500W variant's +12V output is rated for 480W. Rifle-bearing fan (PY-1225M12S)
,PB (Premium Basic) Gold,,,750/850W,C+,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810A,"Sleeve bearing fan, no OTP supported/claimed."
,PF Gold,,,550/650/750W,B+,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,High Power,NO-817,Same design as the OEM HP1-J-GD-F12S with a rifle bearing fan.
,PF II Gold,,,750/850W,B*,2023,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,High Power?,NO-832?,"No direct reviews, advertises sleeve-bearing fan (most likely actually rifle, though.)"
,P Gold,,-,650/750/850W,B-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810F,OTP is claimed but has been hit-or-miss on NO-810 units and not present on the P125. Tier is based on other NO-810 units until tested.
,,,-,1050/1250W,C+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-815,OTP either not present or set too high per Aris' review. Out-of-spec 3.3V transient response (7%).
,VE Gold ATX 3.1,,,750-1250W,A*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-832/NO-826?,Need more information.
,,,,,,,,,,,,,,,,,,
Kolink,Classic Power,,,400-700W,C-,2019,,ATX,ATX 2.x,230V,No,B,DF,SR,DC-DC,SANR,S-800D,"Actual 12V line output is 50 watts less than the model name (despite being DC-DC), numerous minute issues; overall suboptimal quality."
,Core,,,300/400/500W,F,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,SANR?,,"Extremely low 12V line output relative to total capacity. The ""1000W"" model has only 750W available to the +12V line."
,,,,600-1000W,F,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,SANR?,,
,Continuum,,V1,850W,B+,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-781A,
,,,,1050/1200W,C-,2018,,ATX,ATX 2.x,Full,Full,P,DF,SR,DC-DC,High Power,NO-763,Protections need serious tuning; abundant amount of minute issues
,,,V1 (1500W),1500W,A-,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,"Power cord isn't available unless bought with the unit, extremely noisy, missing tiny quality of life features."
,,,V2,1050/1200W,B*,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-800,Not enough conclusive data.
,Enclave,,,500/600/700W,B-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Golden Field,ATX-3100,
,Regulator,,,750-1200W,B+*,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,S-MZ,Platform is well reviewed but nothing regarding electrical performance or protections data are out.
,,,,,,,,,,,,,,,,,,
LEPA,G-MA,,,1600W,B,2012,,ATX,ATX 2.x,Full,Full,G,PSR,SR,DC-DC,Enermax,Upgraded Platimax 1200,"Only included on the list because Enermax is still selling this unit on their Refurbished store and on Jawa as of 2025. Listed as ""G-MA-B."""
,,,,,,,,,,,,,,,,,,
Lian Li,PE,,,550W,C+,2016,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,Silverstone SX600G-like,"Low quality sleeve bearing fan, and only a 2 year manufacturer warranty."
,,,,750W,B-,2016,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Enhance,No match (Custom?),"Low quality sleeve bearing fan, 85C caps, and only a 2 year manufacturer warranty."
,Edge,,EG Gold,750-1200W,A,2024,,Other,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0800GLV,German bulk caps; dual-chamber L-shape design; modular inputs on the main PCB. 1000W and up models come with a USB/fan hub.
,,,Platinum,850/1000/1300W,A,2024,,Other,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100(LL),German bulk caps; dual-chamber L-shape design; platform is an EPS-0100 modified to put the modular inputs on the main PCB.
,SP,,,750W,B,2021,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,SFX-0200,Doesn't see the same problem as the 850W variant because of its lower capacity.
,,,,850W,F,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,SFX-0200,Fatal design flaw that causes an X cap to melt under 100VAC; potential fire hazard. Two samples also died during LTT Labs testing.
,,,,,,,,,,,,,,,,,,
Mars Gaming,MPB-P,,,1000W,F,2024,,ATX,ATX 3.x,230V,Full,G,DF,SSR,DC-DC,Soeyi,WT-CM6800U-DTD,"Extremely poor electrical performance which leads to severe out of ATX compliance, very abnormal implementation. Refer to here."
,MP,,-B,550-850W,E,2019,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,Soeyi,WT-CM6800U-DTD,Platform confirmed through overhead and internal shots provided by the manufacturer.
,,,-BSI,550-850W,E,2019,,ATX,ATX 2.x,230V,No,B,DF,SSR,DC-DC,Soeyi,WT-CM6800U-DTD,"SI model, however it appears to be identical to the MP-B."
,,,,,,,,,,,,,,,,,,
Montech,AP,,,450-750W,E,2022,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,HKC,ATX-13,"Either dual sourced, or XWY replaced HKC in later production."
,,,,450-750W,E,2025,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,XWY,A02 (ATX-13 clone?),
,APX,,,550/650/750W,C-,2024,,ATX,ATX 2.x,Full,No,W,DF,SR,DC-DC,XWY,A11 (HKC ATX-41B clone),
,Alpha X,,,500-700W,C-,2019,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,GPN,"Platform is GPN (or at least very similar), even though the model number indicates it to be GPK."
,Beta,,,550/650W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,GPM,
,Century,,Mini (SFX),650/750W,C,2021,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSI,"Two samples no longer operated after protections testing per LTT Labs, which is not ideal, but all protections did function."
,,,Gold,550/650W,B,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
,,,,850W,C+,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,A few samples of the base platform died when subjected to sub-90VAC stress tests per JonnyGuru. Proceed with caution under 120VAC.
,,,G5 Gold ATX 3.0,750/850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0,
,,,II Gold ATX 3.1,850W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,XWY,A04 (HKC ATX-23B clone),"OCP is set high on 3.3V and 5VSB, 5VSB voltage regulation >3% at 4.87%, mediocre excursion response in the 200% test. High inrush current."
,,,,1050/1200W,A,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,XWY,A08 (HKC ATX-33 clone),"Good performance and noise profile. High inrush current. OPP and OCP on the minor rails need tuning. Functional, but set high."
,Gamma,,-,550-750W,C+,2019,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,OTP isn't claimed despite the fact that the supervisor IC might support it
,,,II,550-750W,C+,2020,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,"OTP isn't claimed despite the fact that the supervisor IC might support it, nearly identical internally to the original Gamma"
,Titan,,Gold,750-1200W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
,,,Platinum (PLA),750-1200W,A-,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Vertex PX,"Very good build quality and efficiency, but overall performance is dwarfed by the CWT-built Titan Gold."
,,,,,,,,,,,,,,,,,,
MSI,MAG,A-BE,,550/650/750W,C,2024,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,CWT,CSB,Semi-modular A-BN. See internal shots here.
,,A-BN,-,550/650W,C,2021,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,CSB,Capacitors and fans appear to be variable based on region/batch.
,,,PCIE5,750W,C,2024,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,CSB,"A-BN with 300W 12VHPWR connection. Claims sleeve bearing, unknown quality fan. Does not claim ATX 3.0 compliance."
,,A-BNL,230V,550/650W,F,2025,,ATX,ATX 2.x,230V,No,B,DF,PR,DC-DC,Unknown,,130mV+ of ripple on all rails (out of spec) at only 60% load; failed to meet even 80+ Bronze. See Rear Shot and Output Specification Label.
,,,Full Range,550/650W,C-,2025,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,HEDY,CSB clone?,"Single-rail. See review. Poor transient response on 3.3V, rifle bearing fan. OTP isn't claimed or tested, but is supported by the supervisor IC."
,,A-DN,,500/600W,E,2023,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,HEDY,,"3 year warranty, inconclusive on platform until further notice."
,,A-GL,-,650W,B,2023,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
,,,PCIE5,750/850W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0,"Solid electrical performance, let down by poorly tuned protections, mediocre transient response, and a low quality fan."
,,,,1000/1250W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ costdown,5V OCP malfunctioned under high temps; CSZ costdown with Chinese caps and inexpensive bridge rectifiers per Aris' testing.
,,,PCIE5 II,750/850W,B*,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0*,Sticker on unit is slightly different w/ yellow corner accents. All dimensions and specs are otherwise the same.
,,,,1000W,B+*,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ costdown*,Sticker on unit is slightly different w/ yellow corner accents. All dimensions and specs are otherwise the same.
,,A-GLS PCIE5,,650/750W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Huntkey,HK850-59PP,Minor rails' OCP is set lower compared to the CWT-built high-wattage models. 650W is noisier than the 750W on account of using a DBB fan.
,,,,850/1000W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,Custom,Extremely quiet operation; however OCP is set high on the minor rails.
,,A-GN PCIE5,,750/850W,C+*,2024,,ATX,ATX 3.x,Full,No,G,LLC,SR,DC-DC,CWT,GPW?,"Need better internal shots to confirm platform, sleeve bearing fan according to specifications."
,MEG,,Ai-P PCIE5,1000/1300W,A+,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CWT,CTT,"Interleaved PFC, semi-digital"
,,,Ai-T PCIE5,1600W,A,2024,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,CWT,CTF,Digital primary & 12V; analog minor rails & standby.
,MPG,A-G,-,1000W,A,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
,,,PCIE5,750/850/1000W,A,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,ATX 3.0 refresh
,,A-GF,,650/750/850W,A,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPU,Multi-rail functionality effectively negated by per-rail 12V OCP being set especially high. OPP is still functional.
,,A-GS PCIE5,,850W,A,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CTE,Semi-digital.
,,,,1000/1250W,A,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CTE,"Only one 8-pin PCIe cable! Dual 12VHPWR. Good performance in pre-production sample, but needs fine-tuning. Semi-digital."
,,,,,,,,,,,,,,,,,,
NZXT,C Series,Gold V1 (2019),,650/750/850W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,Fan grille with islands above the fan hub and for fan mounting holes. 120mm fan
,,Gold V2 (2022),,650-1000W,A,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,Fan grille without island about the fan hub. 140mm fan
,,Gold ATX 3.0 (2023),,1200W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
,,Gold ATX 3.1 (2024),,850/1000/1200W,A+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CXT,Available in black and white
,,Platinum,,1500W,A+,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CWT,CTT,"Semi-digital, interleaved PFC, magnetic levitation (maglev) bearing fan"
,,Bronze,V1 (2021),550/650/750W,C+,2021,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,CWT,CSB-A,
,,,V2 (2023),750W,C+,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,CSB-A,"Same platform as the original C Bronze with slight downgrades in terms of hardware, upgraded fan. See teardown here."
,E Series,,,500/650/850W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Upgraded Focus Gold,Added MCU and secondary supervisor IC.
,"S
(H1 Case Included PSU)",,v1,650W,A*,2020,,SFX-L,ATX 2.X,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus SGX,
,,,"""v1.5"" (v1 Fixed)",650W,B*,2021,,SFX-L,ATX 2.X,Full,Full,G,LLC,SR,DC-DC,High Power,NO-804,
,,,v2,750W,B-*,2022,,SFX,ATX 2.X,Full,Full,G,LLC,SR,DC-DC,CWT,CSI,"Two samples (same platform) no longer operated after protections testing per LTT Labs, which is not ideal, but all protections did function."
,,,,,,,,,,,,,,,,,,
"PCCooler/
CPS",KF,,,450-750W,F,2024,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Helly?,ATX-0200 or clone,"Terrible electrical performance under crossloads (effect of Group Regulation), and overall poor performance otherwise."
,KG,,,550/650/750W,C*,2024,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,Andyson,P37,
,YK,,,550-1000W,C*,2024,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,Andyson,P37,
,YN,,,750/850/1000W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,
,YS,,,850/1000/1200W,A*,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Vertex PX costdown or GX?,"Not conclusive on platform, electrically very good though."
,,,,,,,,,,,,,,,,,,
Ocypus,Beta,,P-ND,400-700W,E,2025,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,Andyson M5 clone?,"Only very basic protections claimed, OCP not claimed for any rail."
,Delta,,P-BD,650/750/850W,C*,2025,,ATX,ATX 3.x,Full,No,B,DF,SSR,DC-DC,Andyson,P37,
,Gamma,,P-WD,550-850W,C-*,2025,,ATX,ATX 2.x,230V,No,W,DF,PR,DC-DC,Guang Hai,GH359,
,Iota,,P-GF,750-1200W,A*,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32A,
,,,,,,,,,,,,,,,,,,
Phanteks,AMP,-,,550-1000W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX,Transient response on the 3.3V rail is either failing or near failing. Fan profile is quite aggressive. White models available.
,,BH,,650/750W,C-*,2024,,ATX,ATX 3.x,Full,No,B,DF,SR,DMA,Helly,ATX-0600,Eastern exclusive market?
,,GH,Gold,750/850W,B,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500GB,
,,,Platinum,1000W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100,
,,,,1200W,B+,2025,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100,"Overall good performance (A tier), uses a YL rifle-bearing fan."
,,V2,,1000W,A,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX,A refreshed AMP 1000W with a 12+4 cable. White variant is available.
,Revolt,,-,1000/1200W,A-*,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Vertex PX,"1000W model fails 100ms power excursions on 115V @ 40°c. Black and white models available, 12 year warranty. Cables sold separately (why?)"
,,,,1600W,A*,2023,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,"Both white and black models available. 12 year warranty, cables sold separately (why?)"
,,,Pro,850/1000W,A,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus,Little to no performance data.
,,,X,1200W,A-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,Dual system. Load regulation on 12V could be better.
,Revolt SFX,,Gold,650/750W,B-,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,SGX 2021,White variants available.
,,,Platinum,750W,B-,2023,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,SPX,Modular board protudes from the unit
,,,,850W,B-,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,,
,,,,,,,,,,,,,,,,,,
"Powerspec
(Micro Center)",CW,Non-Mod.,Bronze,650W,E*,2024,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,GPM,"Model name matches platform code, need more info to confirm."
,,Semi-Mod.,Bronze,650W,C*,2023,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,CWT,CSB,"Similar to MSI A-BE, Model name matches platform code, need more info to confirm."
,,,Gold,650W,B-*,2024,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,GPW,"Model name matches platform code, need more info to confirm."
,,Full Mod.,Gold,650W,B*,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,"Model name matches platform code, need more info to confirm."
,PS1,GFM,,750/850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-832D,
,PS,BF,,550/650W,E,2010,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,High Power,Element Smart,Still produced according to MC stock. Check your manufacturing date.
,,BSM,,650W,E,2011,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,High Power,Element Smart,
,,,,750W,C*,2011,,ATX,ATX 2.x,Full,Semi,B,DF,PR,DC-DC,High Power,,
,,GFM,,650/750W,B*,2011,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,Astro Lite HPM,
,,GSM,,650W,B*,2011,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,High Power,Astro Lite HPM,
,,WF,,430/500/650W,E,2008,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,High Power,,500W seemingly still manufactured according to MC stock. Check your manufacturing date.
,,X,GFM,750W,B*,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-817A?,
,,,,850W,B-*,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810A,"Missing inrush protection components, questionable quality BOK fan."
,,,GFM RGB,750/850W,C,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810A,"Malfunctioning/missing OTP, no inrush protection, poor quality fan, hold-up time not within ATX spec, poor 3.3V transient response."
,,,,,,,,,,,,,,,,,,
Raidmax,Cobra,Non-Modular,,800W,C*,2019,,ATX,ATX 2.x,Full,No,G,DF,SSR,DC-DC,Andyson,C8,"Unit experienced a platform swap or is double-sourced. Internal shots are detailed; new platform appears to be an improvement, but there are no other known units on the same platform from which to draw any data points or conclusions. HKC appears to be the OEM. Proceed with caution."
,,,,,C*,2024,,ATX,ATX 2.x,Full,No,G,DF,SR,DC-DC,HKC?,,
,,Fully-Modular,,600/800W,C*,2019,,ATX,ATX 2.x,Full,No,G,DF,SSR,DC-DC,Andyson,Q8,
,,ATX 3.1 Non-Modular,,650/750/850W,C,2024,,ATX,ATX 3.x,Full,No,G,DF,SSR,DC-DC,Andyson,P37,"Some degree of false advertising going on. Claims to be LLC resonant with an FDB fan and 105C caps. Internal shots show otherwise. Recommended to proceed with caution. Even though the platform is safe, it's not as good as advertised."
,,ATX 3.1 Fully-Modular,,650/750/850W,C,2024,,ATX,ATX 3.x,Full,No,G,DF,SSR,DC-DC,Andyson,P37,
,Genesis,,,900/1000/1200W,A*,2024,,ATX,ATX 3.x,Full,No,G,DF,SSR,DC-DC,Andyson,P32B (modified P32),Internal shots come from Raidmax's website. Need third-party internal shots/reviews due to Raidmax's previous false advertising incidents.
